,EventDTW,EventDTW,EventDTW,DTW,DTW,DTW,shapeDTW,shapeDTW,shapeDTW,dDTW,dDTW,dDTW
,error rate,SS1,SS2,error rate,SS1,SS2,error rate,SS1,SS2,error rate,SS1,SS2
50words_TRAIN,0.010203911776945485,0.9155555555555556,5.5828888888888875,0.010882230545151896,0.9214814814814816,5.86041975308642,0.028368705784436125,2.5200000000000005,13.567407407407408,0.10329171868497712,3.083703703703704,30.412587173785237
Adiac_TRAIN,0.004537205081669691,0.6091954022988505,0.8666666666666668,0.0045472877596289575,0.6229885057471265,0.9011494252873564,0.07159709618874774,3.0804597701149423,21.577011494252872,0.11577939100625124,3.7034482758620695,50.77976692209451
ArrowHead_TRAIN,0.014834949554314822,1.1967871485943775,11.3366003697329,0.013953374473503772,1.107630522088353,11.114024351373752,0.04439710059751199,2.886746987951807,20.522088353413654,0.08610049955921248,3.6008032128514054,43.67267199110573
Beef_TRAIN,0.008789633305762339,1.1435897435897433,9.790831976665313,0.009681555004135648,1.1653846153846152,11.14828561789088,0.020515577612351805,2.7636752136752136,22.331617826617823,0.11477667493796527,3.401282051282051,65.0677497810831
BeetleFly_TRAIN,0.0023332173105928763,0.6278431372549019,1.4455882352941176,0.0023622229957071584,0.6345098039215686,1.537941176470588,0.01924469195962409,2.8988235294117652,18.75137254901961,0.09659357234017868,3.7164705882352944,61.22292781183957
BirdChicken_TRAIN,0.006504234830026685,0.9470588235294118,4.813335511982571,0.0055250029005685115,0.8403921568627452,3.9078779956427017,0.03164868314189581,3.2509803921568627,40.24,0.08802065204780138,3.908235294117648,83.18522003076896
Car_TRAIN,0.006838096276905178,0.8597222222222223,5.654082629369088,0.006722658522396743,0.8249999999999998,5.026461442005252,0.04430264688772542,3.496180555555555,83.4170138888889,0.11472058609656778,4.092013888888888,123.06904873784134
CBF_TRAIN,0.026674409601238864,1.7507936507936512,6.291798941798942,0.026674409601238864,1.7507936507936512,6.291798941798942,0.09856755710414247,3.1777777777777785,38.93968253968253,0.07233836624080525,2.4984126984127,15.214814814814813
ChlorineConcentration_TRAIN,0.013164983164983164,1.4133333333333336,3.9655555555555564,0.013142536475869809,1.4084848484848491,3.931616161616161,0.0955892255892256,2.987878787878788,36.77212121212121,0.16021324354657687,3.0569696969696967,39.51030303030304
Coffee_TRAIN,0.006084359835759611,1.0947368421052632,4.246942355889724,0.00585666293393057,1.072982456140351,4.17220551378446,0.02272116461366181,2.6,12.22526315789474,0.21196715192235907,3.5803508771929824,71.22987478798005
Computers_TRAIN,0.13531322640632262,3.610555555555555,267.08201820842936,0.13531322640632262,3.610555555555555,267.08201820842936,0.16427185030218502,3.633611111111111,306.2588452206474,0.12962284983728498,3.468611111111111,218.97406128747792
CinC_ECG_torso_TRAIN,0.00485230365964311,1.3117216117216122,7.797959995216782,0.007242105498986231,1.319047619047619,9.029676673864554,0.05656080922135968,3.5054945054945046,243.3683684182186,0.03340838570196369,3.1302808302808303,48.742210238321974
Cricket_X_TRAIN,0.008629629629629631,1.3193333333333337,4.784566666666667,0.008585858585858587,1.318,4.772566666666667,0.032168350168350165,2.6693333333333333,18.998666666666672,0.09070707070707072,3.0039999999999996,44.27272301587302
Cricket_Y_TRAIN,0.014377104377104375,1.4353333333333331,6.838956332556336,0.0141986531986532,1.4126666666666663,6.737622999223003,0.03591582491582492,2.7333333333333334,21.348000000000006,0.1242020202020202,3.032666666666666,48.45893042328044
Cricket_Z_TRAIN,0.016023569023569027,1.4466666666666668,5.6445531986532,0.015969696969696967,1.4466666666666668,5.6605531986532,0.045565656565656566,2.8486666666666665,32.701,0.09789225589225588,2.9620000000000006,47.76145079365079
DiatomSizeReduction_TRAIN,0.006953979150775488,0.7855072463768116,3.9045603864734297,0.004073226544622425,0.6115942028985507,0.9956231884057972,0.0726926010678871,3.530434782608696,65.67072463768116,0.12123569794050346,3.8324637681159417,67.51872911609965
DistalPhalanxOutlineAgeGroup_TRAIN,0.012205128205128209,1.1487179487179484,3.425641025641025,0.010512820512820507,1.1487179487179484,3.4871794871794872,0.07292307692307691,2.2461538461538457,7.112820512820513,0.2663076923076923,3.0743589743589737,24.85641025641025
DistalPhalanxOutlineCorrect_TRAIN,0.013948717948717949,1.2358974358974355,3.805128205128205,0.011487179487179486,1.2435897435897434,3.911538461538461,0.07441025641025642,2.2769230769230764,7.2666666666666675,0.2124102564102564,3.17948717948718,27.95213675213675
DistalPhalanxTW_TRAIN,0.04333333333333333,1.5948717948717943,7.728205128205127,0.04184615384615385,1.6051282051282043,7.728205128205127,0.09461538461538464,2.3589743589743586,8.523076923076923,0.20133333333333334,3.2948717948717943,30.441880341880346
Earthquakes_TRAIN,0.09072978303747536,3.3235294117647056,62.455094460006215,0.09072978303747536,3.3235294117647056,62.455094460006215,0.19684186100475687,3.454117647058823,139.0679272368545,0.10753683722009512,3.4874509803921567,93.92660619535809
ECG200_TRAIN,0.018918010752688168,1.3729166666666666,3.534375,0.01915322580645161,1.3854166666666667,3.580208333333333,0.053393817204301065,2.55,11.383333333333333,0.2571572580645161,2.933333333333333,29.41248263888889
ECG5000_TRAIN,0.018164251207729472,1.4782608695652175,4.4372463768115935,0.017681159420289857,1.446376811594203,4.222753623188407,0.05244766505636072,2.6376811594202896,15.79710144927536,0.21925925925925924,3.365217391304348,68.24316597653555
ECGFiveDays_TRAIN,0.012542087542087544,1.3555555555555552,3.826666666666666,0.01272727272727273,1.3644444444444446,3.90074074074074,0.03867003367003368,2.515555555555556,10.969629629629626,0.07318181818181818,2.8103703703703697,23.84203880070547
ElectricDevices_TRAIN,0.3170362903225806,3.6125,93.39444444444445,0.3170362903225806,3.6125,93.39444444444445,0.2388440860215053,3.5458333333333334,70.60833333333333,0.48464381720430105,4.0125,138.81751477688974
FaceAll_TRAIN,0.014950166112956813,1.1689922480620156,2.6599483204134367,0.013971945367294205,1.165891472868217,2.5958656330749355,0.09907715023994093,2.914728682170542,30.021705426356586,0.1967515688445921,2.5612403100775194,30.43139534883721
FaceFour_TRAIN,0.010334832583708148,1.427011494252874,6.777783251231528,0.010334832583708148,1.427011494252874,6.777783251231528,0.01630934532733633,2.3557471264367806,8.981321839080461,0.10540979510244876,3.3385057471264363,86.24825009122421
FacesUCR_TRAIN,0.011830933923957182,1.2217054263565894,3.5251937984496124,0.011886304909560724,1.2341085271317829,3.5624031007751937,0.08209671465485419,2.5968992248062017,18.95426356589148,0.16926910299003325,2.8635658914728683,38.48431524547805
FISH_TRAIN,0.0104603457544634,0.7870129870129869,8.762789921718491,0.009443171207877087,0.7242424242424244,8.022410805884832,0.05262428203604673,3.3562770562770567,63.72424242424242,0.1236878589819766,3.8614718614718617,101.17037274491413
FordA_TRAIN,0.001969088475112572,0.9767068273092372,1.7285140562248995,0.0019763904101253497,0.9951807228915664,1.7550200803212852,0.011184130461238895,2.144578313253012,7.861847389558232,0.1054082998661312,2.9285140562249,39.036942053930005
FordB_TRAIN,0.001958135572593404,0.9497991967871484,1.740227576974565,0.001977607399294146,0.972289156626506,1.7755689424364125,0.00965194109772423,1.9935742971887558,5.722088353413652,0.09994401849823537,2.928112449799196,49.74761713520749
Gun_Point_TRAIN,0.022748299319727886,1.4253333333333336,7.518111111111112,0.01805442176870748,1.3640000000000003,6.551444444444448,0.057224489795918376,2.6,20.066666666666666,0.09472108843537416,3.0613333333333332,33.552793650793646
Ham_TRAIN,0.006154174464033619,1.2997668997668996,5.223996743996744,0.006226402705275943,1.3132867132867134,5.385069005069004,0.011280738041301423,2.277855477855478,7.773426573426572,0.058531140221281065,2.8522144522144512,34.8330230880231
HandOutlines_TRAIN,0.003292302328036872,0.6052417866371355,3.8203188834577815,0.002960731208036937,0.5064599483204135,1.2495060180147917,0.17041560569637715,3.905057216685123,1658.3682705502524,0.07649925230753364,4.510668143226282,486.19255788526976
Haptics_TRAIN,0.005766455766455767,1.053846153846154,9.202661774082758,0.00559642377824196,0.9926739926739928,9.573793235214216,0.02246667473940201,3.300732600732601,94.02069597069595,0.21976533567442647,3.925274725274726,119.32644473344074
Herring_TRAIN,0.0058742313493444715,0.932156862745098,4.737264705882354,0.0065634064276598215,0.8709803921568628,4.756970588235294,0.04653672119735467,3.374117647058824,62.71058823529411,0.1066109757512472,3.8094117647058834,86.88897946977768
InlineSkate_TRAIN,0.005891434948102175,1.4788942052099947,21.97074548747759,0.005883621824432317,1.4772993088782562,21.96285075063549,0.11212715688922184,3.858266879319511,641.4683734565549,0.038821543159864996,3.0810207336523128,49.10876144331439
InsectWingbeatSound_TRAIN,0.01849673202614379,1.2580392156862743,8.359625272331153,0.02494864612511672,1.2917647058823527,9.783653594771245,0.03072362278244631,2.4031372549019605,11.04588235294118,0.13568160597572362,2.975686274509804,42.411196186166784
ItalyPowerDemand_TRAIN,0.062499999999999986,1.825,5.445833333333334,0.062499999999999986,1.825,5.445833333333334,0.18154761904761904,2.5,8.55,0.33511904761904765,2.783333333333333,15.669444444444444
LargeKitchenAppliances_TRAIN,0.22568340306834025,3.7702777777777774,421.71699177663635,0.2383327522082752,3.771388888888889,434.0703251099697,0.22264121338912127,3.808611111111111,483.93507076719567,0.2029927940492794,3.7191666666666654,416.29291787252
Lighting2_TRAIN,0.03938940057825866,2.1298742138364783,34.13364476660851,0.039383439148707865,2.130503144654088,34.12924225088524,0.06377388297713793,3.219496855345912,85.2295073375262,0.06324108021103461,2.8402515723270443,47.7961190975342
Lighting7_TRAIN,0.03778077268643306,2.19622641509434,24.332913546970147,0.03779874213836477,2.19496855345912,24.2675047419387,0.08614255765199161,3.174842767295597,58.45122325700157,0.05661275831087152,2.7452830188679247,31.17428721174004
MALLAT_TRAIN,0.00631849807371629,0.7906158357771261,16.27144586704704,0.00707406129607268,0.7941348973607039,17.353552792379773,0.011236559139784946,2.9886608015640284,29.381278186257138,0.09545914553504688,3.6144672531769295,99.13671173032816
Meat_TRAIN,0.009932583590301709,0.956152125279642,9.377442207307977,0.023929802285506983,1.149888143176734,24.438805795248733,0.03852862930044138,3.009843400447427,44.20865026099925,0.14435274200374873,3.1082774049216995,62.35335489516698
MedicalImages_TRAIN,0.04968434343434343,1.4686868686868686,6.122794612794612,0.04987373737373737,1.4888888888888887,6.15915824915825,0.09715909090909093,2.581818181818181,15.39124579124579,0.2600063131313131,2.9414141414141417,35.86675084175085
MiddlePhalanxOutlineAgeGroup_TRAIN,0.015743589743589744,1.2051282051282048,3.8615384615384616,0.011333333333333334,1.192307692307692,3.7884615384615374,0.06307692307692309,2.2,6.697435897435898,0.35543589743589743,3.261538461538462,34.925
MiddlePhalanxOutlineCorrect_TRAIN,0.015538461538461541,1.1974358974358974,3.670512820512821,0.011692307692307695,1.1794871794871793,3.6487179487179495,0.0603076923076923,2.158974358974359,6.574358974358972,0.33502564102564103,3.1435897435897435,27.02264957264957
MiddlePhalanxTW_TRAIN,0.05143589743589743,1.6820512820512818,8.707692307692307,0.04682051282051281,1.6820512820512818,8.574358974358974,0.08066666666666665,2.3948717948717952,8.22051282051282,0.2369230769230769,3.333333333333333,32.141538461538445
MoteStrain_TRAIN,0.01807760141093474,1.2547619047619043,3.692460317460318,0.01754850088183422,1.2499999999999998,3.6257936507936512,0.08791887125220459,2.5285714285714294,10.273809523809524,0.19797178130511464,3.321428571428571,43.343769841269825
NonInvasiveFatalECG_Thorax1_TRAIN,0.02415368139223561,1.4418666666666666,31.587022185217204,0.024419277108433737,1.4090666666666667,31.366220063510237,0.02370227576974565,3.0597333333333334,48.17386666666667,0.06359732262382865,3.2184,55.441028285050926
NonInvasiveFatalECG_Thorax2_TRAIN,0.019792235609103082,1.3762666666666663,34.78681647882825,0.02540562248995984,1.3672,36.96412774405464,0.0311710843373494,3.1768000000000005,60.85468,0.11301419009370815,3.3432,75.81152467360592
OliveOil_TRAIN,0.01117887310869767,1.0659649122807018,11.439598617756513,0.011111111111111108,1.0750877192982455,11.419949494949494,0.016170054766545996,2.7512280701754386,20.39823725981621,0.04723846653671215,3.10280701754386,47.106345029239776
OSULeaf_TRAIN,0.003407917956914061,0.743661971830986,2.0059076682316115,0.003409582792261845,0.7394366197183099,2.024276212832551,0.022615123364299262,2.8558685446009378,21.610798122065724,0.16754403489494893,3.791549295774648,91.55415114457395
PhalangesOutlinesCorrect_TRAIN,0.01564102564102564,1.1666666666666663,3.5474358974358973,0.012307692307692306,1.1923076923076923,3.557692307692308,0.06276923076923076,2.2358974358974355,7.123076923076924,0.15379487179487186,3.0487179487179485,19.697649572649574
Phoneme_TRAIN,0.0018618825829452013,1.12355816226784,3.8996811432295297,0.0019190960841814727,1.1038123167155427,2.871203509751896,0.06426053705939852,2.7159335288367545,71.3717497556207,0.11789000057501005,2.76891495601173,50.31051885987369
Plane_TRAIN,0.005984042553191489,0.9569444444444444,2.0854166666666667,0.006412529550827425,0.9069444444444446,2.149305555555556,0.04240543735224587,2.355555555555556,10.92222222222222,0.10616134751773047,3.1583333333333337,24.413819444444453
ProximalPhalanxOutlineAgeGroup_TRAIN,0.019025641025641027,1.2102564102564102,3.3641025641025637,0.010820512820512822,1.164102564102564,2.974358974358976,0.06358974358974359,2.0205128205128204,5.938461538461539,0.39056410256410257,3.1384615384615384,33.44188034188034
ProximalPhalanxOutlineCorrect_TRAIN,0.018666666666666668,1.205128205128205,3.2153846153846155,0.010153846153846154,1.117948717948718,2.815384615384616,0.06441025641025641,2.0102564102564098,5.871794871794872,0.4128205128205128,3.1487179487179486,36.45897435897436
ProximalPhalanxTW_TRAIN,0.04343589743589744,1.7256410256410255,10.321794871794868,0.05671794871794871,1.8102564102564096,9.574358974358972,0.08589743589743591,2.2820512820512824,8.056410256410256,0.3165128205128205,3.4717948717948723,53.173504273504285
RefrigerationDevices_TRAIN,0.015093561134356113,3.1930555555555564,30.99815432098766,0.015982682473268246,3.2144444444444438,33.31846185373269,0.00974953509995351,2.7972222222222225,14.792499999999995,0.022928870292887028,3.351111111111112,36.82902347883598
ScreenType_TRAIN,0.09292945141794512,3.580833333333333,162.51106813441191,0.09753486750348678,3.6180555555555562,181.8684039476023,0.1232996280799628,3.608333333333333,250.1428456790123,0.14660506741050672,3.6344444444444446,210.21384027777788
ShapeletSim_TRAIN,0.010387002555677257,1.6887550200803212,6.451338688085675,0.008783010831203603,1.6622489959839355,6.573560910307899,0.2958086893026652,3.8168674698795177,474.6851405622492,0.07756723865157597,2.5180722891566267,23.38732931726907
ShapesAll_TRAIN,0.014113006149205245,0.7831372549019608,16.714310082618905,0.005200139227288548,0.5305882352941177,1.9760457516339869,0.045393897203851966,3.457254901960784,55.756078431372536,0.1004443670959508,3.990196078431372,101.3033783387948
SmallKitchenAppliances_TRAIN,0.13572175732217573,3.9455555555555564,283.28378874277274,0.1202225708972571,3.951666666666666,258.4807430322879,0.0939266620176662,3.661666666666667,192.3871384479717,0.11927243142724316,3.911388888888888,253.13714727227216
SonyAIBORobotSurfaceII_TRAIN,0.02904761904761905,1.546031746031746,6.0206349206349214,0.03698412698412699,1.4888888888888887,5.376190476190477,0.1177777777777778,2.6444444444444444,14.080952380952379,0.15047619047619049,2.5301587301587305,24.010317460317463
SonyAIBORobotSurface_TRAIN,0.016205533596837945,1.3884057971014494,3.776811594202899,0.022134387351778657,1.5420289855072464,5.676811594202897,0.0769433465085639,2.368115942028986,7.9971014492753625,0.09703557312252964,2.5478260869565217,20.19516908212561
StarLightCurves_TRAIN,0.019776608590650332,0.8181818181818182,17.92779126963556,0.01522022885400494,0.7038123167155423,14.146992549118664,0.044139497441205225,3.3380254154447697,91.66373813619856,0.06498993732390318,3.5880742913000985,81.21588008179948
Strawberry_TRAIN,0.023870573870573883,1.3794871794871797,10.690769230769227,0.011244311244311243,1.2316239316239317,5.631153846153848,0.023959373959373958,2.5153846153846158,12.54786324786325,0.2826062826062826,3.3982905982905987,64.46498427498426
SwedishLeaf_TRAIN,0.009659310878823076,0.8984126984126984,2.0015873015873016,0.006058846302748742,0.8650793650793652,1.4912698412698409,0.04816105303910181,2.7206349206349207,13.974603174603176,0.13695315524583818,3.6222222222222222,48.174404761904746
Symbols_TRAIN,0.01479682319376976,1.0368686868686867,5.2010472780287005,0.01779050042408821,0.9974747474747476,9.298748196248193,0.07591371732593105,3.3525252525252527,100.05723905723906,0.2482535276428406,4.081313131313132,243.83126601095228
synthetic_control_TRAIN,0.09043859649122807,1.8233333333333333,6.908333333333334,0.0625438596491228,1.84,7.2799999999999985,0.2596491228070176,3.3266666666666675,46.91333333333334,0.18921052631578944,2.49,15.20166666666667
ToeSegmentation1_TRAIN,0.011219939480809049,1.2304347826086957,5.390104382332643,0.010547061634018156,1.2115942028985505,5.649740338164251,0.021384774645644214,2.3717391304347832,9.823913043478258,0.0666268514094601,3.002173913043478,30.014294340924767
ToeSegmentation2_TRAIN,0.007635977850230294,1.205263157894737,5.556941891766453,0.009788852662630026,1.241520467836257,6.283649654439127,0.017166071520985357,2.516374269005848,12.023976608187134,0.07957356518139005,3.188888888888888,41.20134829919918
Trace_TRAIN,0.04568172568172568,2.0263736263736263,17.903470241602115,0.04310541310541311,1.854945054945055,18.35202444685961,0.1036100936100936,3.406593406593408,76.22857142857143,0.09323972323972324,2.8322344322344315,29.859935170649447
TwoLeadECG_TRAIN,0.020987654320987655,1.5506172839506174,4.612962962962963,0.010446343779677115,1.197530864197531,3.0543209876543207,0.05170940170940172,2.5012345679012347,9.553086419753088,0.15949667616334284,3.2864197530864203,28.6653086419753
Two_Patterns_TRAIN,0.03356562137049942,2.2047619047619045,8.929365079365079,0.027951993805652345,2.1412698412698408,8.69867724867725,0.06668602400309717,2.782539682539682,19.56428571428571,0.07913279132791327,2.817460317460317,23.55476190476191
UWaveGestureLibraryAll_TRAIN,0.008682977791258047,1.7278306878306882,20.640089037738896,0.008785427830013818,1.7595767195767196,18.91981102260468,0.009981801637852596,2.7877248677248683,19.462857142857143,0.035425807973578666,3.5128042328042324,59.2594936160035
uWaveGestureLibrary_X_TRAIN,0.024490231990231988,1.7174603174603176,17.01155706727135,0.023525641025641027,1.6971428571428573,16.173753086419758,0.037130647130647135,2.9168253968253963,28.426089466089465,0.08442307692307692,3.4285714285714284,52.984537059941815
uWaveGestureLibrary_Y_TRAIN,0.027280219780219786,1.8857142857142857,18.95846859313526,0.02817765567765568,1.9219047619047624,20.89331874298541,0.036309523809523805,2.8780952380952383,25.039047619047622,0.08138278388278389,3.4209523809523805,46.3860891524701
uWaveGestureLibrary_Z_TRAIN,0.02270757020757021,1.7136507936507936,15.321604938271609,0.023244810744810752,1.7333333333333334,16.940941798941797,0.04044871794871795,2.9390476190476202,28.32222222222222,0.06646520146520146,3.398730158730159,44.27412823647977
wafer_TRAIN,0.0486530612244898,2.5266666666666664,18.56973492063492,0.0674421768707483,2.6439999999999997,21.74760888000888,0.09082993197278913,2.8879999999999995,22.914769230769227,0.11741496598639455,3.412,50.90652539682539
Wine_TRAIN,0.008757908757908757,0.9965811965811966,6.545299145299143,0.019824619824619825,1.0846153846153843,9.913069800569804,0.02773337773337774,2.5760683760683767,9.528205128205126,0.2110833610833611,3.4914529914529906,104.76924603174601
WordsSynonyms_TRAIN,0.013474823137744485,0.9911111111111112,6.08145767195767,0.010162297128589265,0.9251851851851852,4.893113417446751,0.025980024968789008,2.5459259259259257,15.704814814814815,0.09046608406158968,3.1533333333333333,36.329366121532786
WormsTwoClass_TRAIN,0.004836120401337793,1.1375555555555557,6.625193738977072,0.004827573392790784,1.127333333333333,7.002669220314907,0.009813080639167596,2.824888888888889,18.741333333333326,0.0642482348569305,3.5644444444444447,57.88489747659746
Worms_TRAIN,0.004836120401337793,1.1375555555555557,6.625193738977072,0.004827573392790784,1.127333333333333,7.002669220314907,0.009813080639167596,2.824888888888889,18.741333333333326,0.0642482348569305,3.5644444444444447,57.88489747659746
